,ts,visitors
29909,2015-01-12 19:15:00,5.0
29910,2015-01-12 19:30:00,6.0
127160,2015-01-12 19:30:00,15.0
127161,2015-01-12 19:45:00,14.0
95621,2015-01-12 20:00:00,7.0
29831,2015-01-12 20:00:00,6.0
127085,2015-01-12 20:00:00,1.0
29911,2015-01-12 20:00:00,9.0
127162,2015-01-12 20:00:00,5.0
127163,2015-01-12 20:15:00,16.0
29912,2015-01-12 20:15:00,3.0
127164,2015-01-12 20:30:00,17.0
95622,2015-01-12 20:30:00,10.0
29913,2015-01-12 20:30:00,3.0
127165,2015-01-12 20:45:00,10.0
29914,2015-01-12 20:45:00,11.0
127086,2015-01-12 21:00:00,5.0
127166,2015-01-12 21:00:00,15.0
95623,2015-01-12 21:00:00,1.0
29832,2015-01-12 21:00:00,5.0
127167,2015-01-12 21:15:00,9.0
127087,2015-01-12 22:00:00,6.0
127088,2015-01-12 23:00:00,9.0
127174,2015-01-13 10:00:00,12.0
127175,2015-01-13 10:15:00,10.0
127176,2015-01-13 10:30:00,9.0
127177,2015-01-13 10:45:00,15.0
127178,2015-01-13 11:00:00,14.0
127179,2015-01-13 11:15:00,14.0
127180,2015-01-13 11:30:00,16.0
29927,2015-01-13 11:30:00,6.0
127181,2015-01-13 11:45:00,12.0
29928,2015-01-13 11:45:00,11.0
29929,2015-01-13 12:00:00,6.0
127182,2015-01-13 12:00:00,20.0
29930,2015-01-13 12:15:00,14.0
127183,2015-01-13 12:15:00,19.0
127184,2015-01-13 12:30:00,14.0
95624,2015-01-13 12:45:00,1.0
127185,2015-01-13 12:45:00,21.0
29932,2015-01-13 12:45:00,18.0
29933,2015-01-13 13:00:00,14.0
127186,2015-01-13 13:00:00,17.0
95625,2015-01-13 13:15:00,5.0
29934,2015-01-13 13:15:00,12.0
127187,2015-01-13 13:15:00,16.0
95626,2015-01-13 13:30:00,7.0
29935,2015-01-13 13:30:00,15.0
127188,2015-01-13 13:30:00,10.0
127189,2015-01-13 13:45:00,14.0
29937,2015-01-13 14:00:00,3.0
95627,2015-01-13 14:00:00,2.0
127190,2015-01-13 14:00:00,12.0
127191,2015-01-13 14:15:00,17.0
127192,2015-01-13 14:30:00,11.0
29938,2015-01-13 14:30:00,7.0
95628,2015-01-13 14:30:00,5.0
127193,2015-01-13 14:45:00,2.0
95629,2015-01-13 14:45:00,12.0
95630,2015-01-13 15:00:00,18.0
127194,2015-01-13 15:15:00,1.0
95631,2015-01-13 15:15:00,11.0
95632,2015-01-13 15:30:00,4.0
127195,2015-01-13 15:30:00,4.0
127196,2015-01-13 15:45:00,1.0
95633,2015-01-13 15:45:00,2.0
127197,2015-01-13 16:00:00,3.0
127198,2015-01-13 16:15:00,2.0
95634,2015-01-13 16:15:00,1.0
95635,2015-01-13 16:30:00,2.0
95636,2015-01-13 16:45:00,5.0
95637,2015-01-13 17:00:00,1.0
127199,2015-01-13 17:00:00,5.0
95638,2015-01-13 17:15:00,8.0
95639,2015-01-13 17:30:00,11.0
95640,2015-01-13 17:45:00,8.0
127200,2015-01-13 18:00:00,6.0
127126,2015-01-13 18:00:00,4.0
29952,2015-01-13 18:00:00,8.0
29870,2015-01-13 18:00:00,3.0
127201,2015-01-13 18:15:00,8.0
127202,2015-01-13 18:30:00,14.0
127203,2015-01-13 18:45:00,10.0
127204,2015-01-13 19:00:00,13.0
29871,2015-01-13 19:00:00,1.0
127127,2015-01-13 19:00:00,1.0
127205,2015-01-13 19:15:00,14.0
95641,2015-01-13 19:30:00,3.0
29953,2015-01-13 19:30:00,5.0
127206,2015-01-13 19:30:00,16.0
127207,2015-01-13 19:45:00,12.0
95642,2015-01-13 19:45:00,1.0
29954,2015-01-13 19:45:00,7.0
95643,2015-01-13 20:00:00,4.0
29872,2015-01-13 20:00:00,7.0
127208,2015-01-13 20:00:00,11.0
127128,2015-01-13 20:00:00,4.0
127209,2015-01-13 20:15:00,13.0
127210,2015-01-13 20:30:00,16.0
95644,2015-01-13 20:45:00,3.0
127211,2015-01-13 20:45:00,14.0
29955,2015-01-13 20:45:00,6.0
127212,2015-01-13 21:00:00,11.0
29873,2015-01-13 21:00:00,3.0
29956,2015-01-13 21:00:00,5.0
127129,2015-01-13 21:00:00,4.0
127213,2015-01-13 21:15:00,12.0
127214,2015-01-13 21:30:00,1.0
127130,2015-01-13 22:00:00,7.0
127131,2015-01-13 23:00:00,5.0
127221,2015-01-14 10:00:00,7.0
127222,2015-01-14 10:15:00,7.0
127223,2015-01-14 10:30:00,10.0
95647,2015-01-14 10:45:00,2.0
127224,2015-01-14 10:45:00,13.0
127225,2015-01-14 11:00:00,7.0
95648,2015-01-14 11:00:00,17.0
127226,2015-01-14 11:15:00,9.0
127227,2015-01-14 11:30:00,15.0
127228,2015-01-14 11:45:00,19.0
29970,2015-01-14 11:45:00,13.0
127229,2015-01-14 12:00:00,12.0
29972,2015-01-14 12:15:00,13.0
127230,2015-01-14 12:15:00,18.0
127231,2015-01-14 12:30:00,13.0
29973,2015-01-14 12:30:00,9.0
95649,2015-01-14 12:45:00,4.0
127232,2015-01-14 12:45:00,15.0
95650,2015-01-14 13:00:00,6.0
127233,2015-01-14 13:00:00,12.0
29975,2015-01-14 13:00:00,15.0
95651,2015-01-14 13:15:00,9.0
127234,2015-01-14 13:15:00,12.0
127235,2015-01-14 13:30:00,12.0
95652,2015-01-14 13:30:00,11.0
29977,2015-01-14 13:30:00,14.0
29978,2015-01-14 13:45:00,13.0
95653,2015-01-14 13:45:00,9.0
127236,2015-01-14 13:45:00,16.0
29979,2015-01-14 14:00:00,16.0
127237,2015-01-14 14:00:00,15.0
95654,2015-01-14 14:15:00,8.0
29980,2015-01-14 14:15:00,15.0
127238,2015-01-14 14:15:00,19.0
127239,2015-01-14 14:30:00,11.0
95655,2015-01-14 14:30:00,4.0
29982,2015-01-14 14:45:00,9.0
127240,2015-01-14 14:45:00,13.0
127241,2015-01-14 15:00:00,4.0
95656,2015-01-14 15:00:00,4.0
127248,2015-01-15 10:00:00,9.0
127249,2015-01-15 10:15:00,12.0
95657,2015-01-15 10:30:00,2.0
127250,2015-01-15 10:30:00,9.0
127251,2015-01-15 10:45:00,13.0
127252,2015-01-15 11:00:00,13.0
95658,2015-01-15 11:15:00,4.0
127253,2015-01-15 11:15:00,11.0
95659,2015-01-15 11:30:00,4.0
127254,2015-01-15 11:30:00,11.0
29995,2015-01-15 11:30:00,7.0
127255,2015-01-15 11:45:00,12.0
29996,2015-01-15 11:45:00,14.0
95660,2015-01-15 12:00:00,6.0
29997,2015-01-15 12:00:00,12.0
127256,2015-01-15 12:00:00,7.0
95661,2015-01-15 12:15:00,9.0
127257,2015-01-15 12:15:00,10.0
127258,2015-01-15 12:30:00,12.0
95662,2015-01-15 12:30:00,9.0
29999,2015-01-15 12:30:00,12.0
127259,2015-01-15 12:45:00,20.0
95663,2015-01-15 12:45:00,5.0
30000,2015-01-15 12:45:00,17.0
95664,2015-01-15 13:00:00,8.0
127260,2015-01-15 13:00:00,15.0
30001,2015-01-15 13:00:00,18.0
30002,2015-01-15 13:15:00,16.0
127261,2015-01-15 13:15:00,10.0
30003,2015-01-15 13:30:00,17.0
127262,2015-01-15 13:30:00,5.0
95665,2015-01-15 13:30:00,10.0
127263,2015-01-15 13:45:00,16.0
30004,2015-01-15 13:45:00,15.0
95666,2015-01-15 13:45:00,8.0
30005,2015-01-15 14:00:00,7.0
95667,2015-01-15 14:00:00,13.0
127264,2015-01-15 14:00:00,10.0
127265,2015-01-15 14:15:00,15.0
127266,2015-01-15 14:30:00,12.0
30006,2015-01-15 14:45:00,13.0
127267,2015-01-15 14:45:00,7.0
95668,2015-01-15 14:45:00,9.0
95669,2015-01-15 15:00:00,13.0
95670,2015-01-15 15:15:00,8.0
127268,2015-01-15 15:30:00,6.0
127269,2015-01-15 15:45:00,10.0
127270,2015-01-15 16:00:00,4.0
127271,2015-01-15 16:15:00,4.0
127272,2015-01-15 16:30:00,6.0
127273,2015-01-15 16:45:00,6.0
127274,2015-01-15 17:00:00,9.0
127275,2015-01-15 17:15:00,5.0
127276,2015-01-15 17:30:00,6.0
95671,2015-01-15 17:30:00,1.0
30017,2015-01-15 17:30:00,6.0
127277,2015-01-15 17:45:00,8.0
29915,2015-01-15 18:00:00,9.0
127168,2015-01-15 18:00:00,1.0
127278,2015-01-15 18:00:00,9.0
95672,2015-01-15 18:15:00,5.0
95673,2015-01-15 18:30:00,6.0
95674,2015-01-15 18:45:00,7.0
95675,2015-01-15 19:00:00,16.0
127279,2015-01-15 19:00:00,2.0
29916,2015-01-15 19:00:00,6.0
127169,2015-01-15 19:00:00,3.0
95676,2015-01-15 19:15:00,12.0
127280,2015-01-15 19:30:00,7.0
95677,2015-01-15 19:30:00,14.0
127281,2015-01-15 19:45:00,1.0
95678,2015-01-15 19:45:00,15.0
127170,2015-01-15 20:00:00,3.0
29917,2015-01-15 20:00:00,5.0
30018,2015-01-15 20:00:00,1.0
95679,2015-01-15 20:00:00,7.0
30019,2015-01-15 20:15:00,4.0
95680,2015-01-15 20:15:00,11.0
127282,2015-01-15 20:15:00,7.0
127283,2015-01-15 20:30:00,8.0
95681,2015-01-15 20:30:00,5.0
127284,2015-01-15 20:45:00,10.0
127285,2015-01-15 21:00:00,10.0
29918,2015-01-15 21:00:00,5.0
95682,2015-01-15 21:00:00,1.0
127171,2015-01-15 21:00:00,12.0
127286,2015-01-15 21:15:00,9.0
95683,2015-01-15 21:15:00,3.0
127287,2015-01-15 21:30:00,2.0
127172,2015-01-15 22:00:00,7.0
127173,2015-01-15 23:00:00,7.0
95685,2015-01-16 10:00:00,8.0
95686,2015-01-16 10:15:00,5.0
127294,2015-01-16 10:15:00,4.0
95687,2015-01-16 10:30:00,5.0
127295,2015-01-16 10:30:00,11.0
127296,2015-01-16 10:45:00,11.0
127297,2015-01-16 11:00:00,11.0
30031,2015-01-16 11:15:00,14.0
127298,2015-01-16 11:15:00,12.0
95688,2015-01-16 11:15:00,4.0
95689,2015-01-16 11:30:00,4.0
127299,2015-01-16 11:30:00,14.0
95690,2015-01-16 11:45:00,1.0
127300,2015-01-16 11:45:00,7.0
30033,2015-01-16 11:45:00,9.0
95691,2015-01-16 12:00:00,1.0
30034,2015-01-16 12:00:00,8.0
127301,2015-01-16 12:00:00,22.0
95692,2015-01-16 12:15:00,7.0
30035,2015-01-16 12:15:00,13.0
127302,2015-01-16 12:15:00,14.0
95693,2015-01-16 12:30:00,7.0
127303,2015-01-16 12:30:00,11.0
30036,2015-01-16 12:30:00,15.0
95694,2015-01-16 12:45:00,5.0
127304,2015-01-16 12:45:00,12.0
30037,2015-01-16 12:45:00,16.0
95695,2015-01-16 13:00:00,6.0
127305,2015-01-16 13:00:00,17.0
127306,2015-01-16 13:15:00,6.0
95696,2015-01-16 13:15:00,9.0
127307,2015-01-16 13:30:00,13.0
95697,2015-01-16 13:30:00,14.0
30040,2015-01-16 13:30:00,9.0
95698,2015-01-16 13:45:00,4.0
127308,2015-01-16 13:45:00,16.0
127309,2015-01-16 14:00:00,9.0
95699,2015-01-16 14:00:00,6.0
127310,2015-01-16 14:15:00,7.0
95700,2015-01-16 14:15:00,12.0
95701,2015-01-16 14:30:00,16.0
30042,2015-01-16 14:30:00,4.0
95702,2015-01-16 14:45:00,1.0
127311,2015-01-16 14:45:00,11.0
127312,2015-01-16 15:00:00,10.0
127313,2015-01-16 15:15:00,7.0
95703,2015-01-16 15:30:00,1.0
127314,2015-01-16 15:30:00,9.0
127315,2015-01-16 15:45:00,6.0
127316,2015-01-16 16:00:00,6.0
95704,2015-01-16 16:15:00,1.0
127317,2015-01-16 16:30:00,1.0
95705,2015-01-16 16:30:00,7.0
127318,2015-01-16 16:45:00,7.0
127319,2015-01-16 17:00:00,13.0
127320,2015-01-16 17:15:00,4.0
127321,2015-01-16 17:30:00,7.0
127322,2015-01-16 17:45:00,7.0
127215,2015-01-16 18:00:00,1.0
30056,2015-01-16 18:00:00,8.0
127323,2015-01-16 18:00:00,5.0
30057,2015-01-16 18:15:00,5.0
127324,2015-01-16 18:15:00,9.0
127325,2015-01-16 18:30:00,8.0
30058,2015-01-16 18:30:00,3.0
127326,2015-01-16 18:45:00,8.0
29958,2015-01-16 19:00:00,6.0
30059,2015-01-16 19:00:00,3.0
127327,2015-01-16 19:00:00,5.0
127216,2015-01-16 19:00:00,1.0
127328,2015-01-16 19:15:00,9.0
95706,2015-01-16 19:15:00,4.0
30060,2015-01-16 19:15:00,2.0
127329,2015-01-16 19:30:00,8.0
30061,2015-01-16 19:30:00,1.0
127330,2015-01-16 19:45:00,14.0
127217,2015-01-16 20:00:00,9.0
29959,2015-01-16 20:00:00,4.0
127331,2015-01-16 20:00:00,13.0
127332,2015-01-16 20:15:00,14.0
95707,2015-01-16 20:15:00,7.0
30062,2015-01-16 20:15:00,4.0
30063,2015-01-16 20:30:00,2.0
127333,2015-01-16 20:30:00,8.0
127334,2015-01-16 20:45:00,7.0
127218,2015-01-16 21:00:00,5.0
127335,2015-01-16 21:00:00,7.0
29960,2015-01-16 21:00:00,5.0
95708,2015-01-16 21:15:00,3.0
30064,2015-01-16 21:15:00,3.0
127336,2015-01-16 21:15:00,11.0
127219,2015-01-16 22:00:00,2.0
95645,2015-01-16 22:00:00,1.0
95646,2015-01-16 23:00:00,2.0
127220,2015-01-16 23:00:00,6.0
95716,2015-01-17 10:00:00,14.0
95717,2015-01-17 10:15:00,6.0
127337,2015-01-17 10:15:00,2.0
127338,2015-01-17 10:30:00,9.0
127339,2015-01-17 10:45:00,14.0
95718,2015-01-17 10:45:00,1.0
127340,2015-01-17 11:00:00,13.0
30075,2015-01-17 11:00:00,10.0
95719,2015-01-17 11:00:00,2.0
30076,2015-01-17 11:15:00,12.0
95720,2015-01-17 11:15:00,4.0
127341,2015-01-17 11:15:00,16.0
127342,2015-01-17 11:30:00,13.0
95721,2015-01-17 11:30:00,3.0
95722,2015-01-17 11:45:00,7.0
127343,2015-01-17 11:45:00,15.0
95723,2015-01-17 12:00:00,8.0
127344,2015-01-17 12:00:00,9.0
30079,2015-01-17 12:00:00,13.0
95724,2015-01-17 12:15:00,9.0
30080,2015-01-17 12:15:00,13.0
127345,2015-01-17 12:15:00,7.0
30081,2015-01-17 12:30:00,16.0
95725,2015-01-17 12:30:00,4.0
127346,2015-01-17 12:30:00,15.0
127347,2015-01-17 12:45:00,13.0
30082,2015-01-17 12:45:00,12.0
95726,2015-01-17 12:45:00,8.0
95727,2015-01-17 13:00:00,4.0
30083,2015-01-17 13:00:00,10.0
127348,2015-01-17 13:00:00,15.0
95728,2015-01-17 13:15:00,11.0
30084,2015-01-17 13:15:00,15.0
127349,2015-01-17 13:15:00,13.0
127350,2015-01-17 13:30:00,10.0
30085,2015-01-17 13:30:00,14.0
95729,2015-01-17 13:30:00,8.0
30086,2015-01-17 13:45:00,15.0
127351,2015-01-17 13:45:00,15.0
95730,2015-01-17 13:45:00,9.0
30087,2015-01-17 14:00:00,1.0
127352,2015-01-17 14:00:00,10.0
95731,2015-01-17 14:00:00,11.0
127353,2015-01-17 14:15:00,10.0
95732,2015-01-17 14:15:00,10.0
95733,2015-01-17 14:30:00,8.0
30088,2015-01-17 14:30:00,10.0
127354,2015-01-17 14:30:00,9.0
127355,2015-01-17 14:45:00,13.0
95734,2015-01-17 14:45:00,5.0
30090,2015-01-17 15:00:00,9.0
95735,2015-01-17 15:00:00,1.0
127356,2015-01-17 15:00:00,7.0
30091,2015-01-17 15:15:00,10.0
127357,2015-01-17 15:15:00,7.0
127358,2015-01-17 15:30:00,13.0
95736,2015-01-17 15:30:00,1.0
95737,2015-01-17 15:45:00,3.0
127359,2015-01-17 15:45:00,1.0
127360,2015-01-17 16:00:00,7.0
95738,2015-01-17 16:00:00,2.0
127361,2015-01-17 16:15:00,7.0
127362,2015-01-17 16:30:00,1.0
95739,2015-01-17 16:30:00,2.0
127363,2015-01-17 16:45:00,5.0
127364,2015-01-17 17:00:00,6.0
127365,2015-01-17 17:15:00,6.0
127366,2015-01-17 17:30:00,6.0
127367,2015-01-17 17:45:00,7.0
30102,2015-01-17 18:00:00,7.0
127242,2015-01-17 18:00:00,2.0
127368,2015-01-17 18:00:00,8.0
127369,2015-01-17 18:15:00,7.0
127370,2015-01-17 18:30:00,6.0
127371,2015-01-17 18:45:00,7.0
95740,2015-01-17 18:45:00,5.0
127372,2015-01-17 19:00:00,10.0
127243,2015-01-17 19:00:00,4.0
30106,2015-01-17 19:00:00,14.0
127373,2015-01-17 19:15:00,12.0
95741,2015-01-17 19:30:00,5.0
127374,2015-01-17 19:30:00,10.0
127375,2015-01-17 19:45:00,12.0
127244,2015-01-17 20:00:00,2.0
127376,2015-01-17 20:00:00,11.0
30110,2015-01-17 20:00:00,15.0
30111,2015-01-17 20:15:00,8.0
127377,2015-01-17 20:15:00,4.0
95742,2015-01-17 20:15:00,9.0
30112,2015-01-17 20:30:00,11.0
127378,2015-01-17 20:30:00,11.0
95743,2015-01-17 20:30:00,1.0
127379,2015-01-17 20:45:00,11.0
95744,2015-01-17 21:00:00,5.0
127245,2015-01-17 21:00:00,5.0
30114,2015-01-17 21:00:00,19.0
127380,2015-01-17 21:00:00,14.0
95745,2015-01-17 21:15:00,2.0
127381,2015-01-17 21:15:00,9.0
127382,2015-01-17 21:30:00,2.0
95746,2015-01-17 21:30:00,3.0
127246,2015-01-17 22:00:00,8.0
127247,2015-01-17 23:00:00,10.0
127288,2015-01-18 18:00:00,2.0
127289,2015-01-18 19:00:00,2.0
127290,2015-01-18 20:00:00,5.0
95684,2015-01-18 20:00:00,1.0
127291,2015-01-18 21:00:00,2.0
127292,2015-01-18 22:00:00,7.0
127293,2015-01-18 23:00:00,4.0
127383,2015-01-19 10:00:00,3.0
127384,2015-01-19 10:15:00,10.0
127385,2015-01-19 10:30:00,8.0
127386,2015-01-19 10:45:00,7.0
127387,2015-01-19 11:00:00,15.0
127388,2015-01-19 11:15:00,12.0
127389,2015-01-19 11:30:00,16.0
30126,2015-01-19 11:30:00,4.0
127390,2015-01-19 11:45:00,14.0
30127,2015-01-19 11:45:00,7.0
127391,2015-01-19 12:00:00,11.0
95753,2015-01-19 12:00:00,10.0
127392,2015-01-19 12:15:00,18.0
127393,2015-01-19 12:30:00,11.0
95754,2015-01-19 12:30:00,3.0
127394,2015-01-19 12:45:00,15.0
30131,2015-01-19 12:45:00,13.0
95755,2015-01-19 12:45:00,4.0
95709,2015-01-19 13:00:00,1.0
95756,2015-01-19 13:00:00,6.0
127395,2015-01-19 13:00:00,15.0
30133,2015-01-19 13:15:00,14.0
95757,2015-01-19 13:15:00,6.0
127396,2015-01-19 13:15:00,8.0
30134,2015-01-19 13:30:00,16.0
127397,2015-01-19 13:30:00,20.0
95758,2015-01-19 13:30:00,5.0
30135,2015-01-19 13:45:00,12.0
95759,2015-01-19 13:45:00,6.0
127398,2015-01-19 13:45:00,16.0
95760,2015-01-19 14:00:00,5.0
127399,2015-01-19 14:00:00,15.0
30136,2015-01-19 14:15:00,4.0
95761,2015-01-19 14:15:00,8.0
127400,2015-01-19 14:15:00,19.0
30137,2015-01-19 14:30:00,1.0
127401,2015-01-19 14:30:00,15.0
95762,2015-01-19 14:45:00,12.0
95763,2015-01-19 15:00:00,12.0
95764,2015-01-19 15:15:00,20.0
95765,2015-01-19 15:30:00,8.0
95766,2015-01-19 15:45:00,5.0
95767,2015-01-19 16:00:00,5.0
95768,2015-01-19 16:15:00,5.0
95769,2015-01-19 16:30:00,3.0
95770,2015-01-19 16:45:00,7.0
95771,2015-01-19 17:00:00,6.0
95772,2015-01-19 17:15:00,9.0
95773,2015-01-19 17:30:00,1.0
127402,2015-01-19 17:30:00,7.0
127403,2015-01-19 17:45:00,12.0
95774,2015-01-19 18:00:00,1.0
30151,2015-01-19 18:00:00,15.0
95710,2015-01-19 18:00:00,3.0
127404,2015-01-19 18:00:00,13.0
127405,2015-01-19 18:15:00,13.0
30153,2015-01-19 18:30:00,12.0
127406,2015-01-19 18:30:00,10.0
127407,2015-01-19 18:45:00,17.0
95711,2015-01-19 19:00:00,3.0
30155,2015-01-19 19:00:00,11.0
127408,2015-01-19 19:00:00,16.0
127409,2015-01-19 19:15:00,20.0
30157,2015-01-19 19:30:00,13.0
95775,2015-01-19 19:30:00,2.0
127410,2015-01-19 19:30:00,17.0
127411,2015-01-19 19:45:00,17.0
30067,2015-01-19 20:00:00,5.0
30159,2015-01-19 20:00:00,4.0
95712,2015-01-19 20:00:00,4.0
127412,2015-01-19 20:00:00,12.0
127413,2015-01-19 20:15:00,14.0
30161,2015-01-19 20:30:00,14.0
127414,2015-01-19 20:30:00,10.0
95776,2015-01-19 20:30:00,3.0
30162,2015-01-19 20:45:00,12.0
127415,2015-01-19 20:45:00,16.0
95713,2015-01-19 21:00:00,6.0
30163,2015-01-19 21:00:00,10.0
127416,2015-01-19 21:00:00,11.0
127417,2015-01-19 21:15:00,8.0
127418,2015-01-19 21:30:00,3.0
95714,2015-01-19 22:00:00,8.0
95715,2015-01-19 23:00:00,6.0
127425,2015-01-20 09:00:00,2.0
127426,2015-01-20 09:15:00,5.0
127427,2015-01-20 09:30:00,9.0
127428,2015-01-20 09:45:00,13.0
127429,2015-01-20 10:00:00,8.0
127430,2015-01-20 10:15:00,6.0
127431,2015-01-20 10:30:00,8.0
127432,2015-01-20 10:45:00,6.0
127433,2015-01-20 11:00:00,10.0
127434,2015-01-20 11:15:00,14.0
95777,2015-01-20 11:30:00,3.0
127435,2015-01-20 11:30:00,11.0
127436,2015-01-20 11:45:00,15.0
95778,2015-01-20 11:45:00,4.0
30183,2015-01-20 11:45:00,4.0
127437,2015-01-20 12:00:00,10.0
95779,2015-01-20 12:00:00,7.0
30184,2015-01-20 12:00:00,11.0
30185,2015-01-20 12:15:00,16.0
95780,2015-01-20 12:15:00,2.0
127438,2015-01-20 12:15:00,16.0
30186,2015-01-20 12:30:00,15.0
127439,2015-01-20 12:30:00,12.0
95781,2015-01-20 12:30:00,11.0
30187,2015-01-20 12:45:00,15.0
127440,2015-01-20 12:45:00,7.0
95782,2015-01-20 12:45:00,7.0
127441,2015-01-20 13:00:00,10.0
95783,2015-01-20 13:00:00,10.0
30188,2015-01-20 13:00:00,12.0
95784,2015-01-20 13:15:00,7.0
127442,2015-01-20 13:15:00,12.0
30189,2015-01-20 13:15:00,16.0
30190,2015-01-20 13:30:00,13.0
95785,2015-01-20 13:30:00,12.0
127443,2015-01-20 13:30:00,15.0
30191,2015-01-20 13:45:00,13.0
127444,2015-01-20 13:45:00,13.0
30192,2015-01-20 14:00:00,5.0
127445,2015-01-20 14:00:00,15.0
127446,2015-01-20 14:15:00,7.0
30193,2015-01-20 14:30:00,3.0
127447,2015-01-20 14:30:00,10.0
95786,2015-01-20 14:45:00,7.0
127448,2015-01-20 14:45:00,7.0
95787,2015-01-20 15:00:00,6.0
127449,2015-01-20 15:00:00,4.0
127450,2015-01-20 15:15:00,12.0
127451,2015-01-20 15:30:00,7.0
127452,2015-01-20 15:45:00,6.0
127453,2015-01-20 16:00:00,3.0
127454,2015-01-20 16:15:00,6.0
95788,2015-01-20 16:30:00,5.0
95789,2015-01-20 16:45:00,8.0
127455,2015-01-20 17:00:00,7.0
95790,2015-01-20 17:00:00,1.0
127456,2015-01-20 17:15:00,3.0
30204,2015-01-20 17:15:00,6.0
127457,2015-01-20 17:30:00,8.0
127458,2015-01-20 17:45:00,7.0
127459,2015-01-20 18:00:00,12.0
346,2015-01-20 18:00:00,14.0
95747,2015-01-20 18:00:00,2.0
127460,2015-01-20 18:15:00,6.0
127461,2015-01-20 18:30:00,7.0
30205,2015-01-20 18:45:00,4.0
127462,2015-01-20 18:45:00,13.0
30206,2015-01-20 19:00:00,2.0
350,2015-01-20 19:00:00,16.0
127463,2015-01-20 19:00:00,17.0
95748,2015-01-20 19:00:00,4.0
30207,2015-01-20 19:15:00,1.0
127464,2015-01-20 19:15:00,10.0
127465,2015-01-20 19:30:00,11.0
127466,2015-01-20 19:45:00,15.0
354,2015-01-20 20:00:00,8.0
127467,2015-01-20 20:00:00,14.0
95749,2015-01-20 20:00:00,5.0
30208,2015-01-20 20:15:00,2.0
127468,2015-01-20 20:15:00,9.0
127469,2015-01-20 20:30:00,13.0
30209,2015-01-20 20:30:00,7.0
30210,2015-01-20 20:45:00,2.0
127470,2015-01-20 20:45:00,11.0
95750,2015-01-20 21:00:00,2.0
30117,2015-01-20 21:00:00,1.0
358,2015-01-20 21:00:00,20.0
127471,2015-01-20 21:00:00,7.0
30211,2015-01-20 21:00:00,3.0
127472,2015-01-20 21:15:00,5.0
95751,2015-01-20 22:00:00,5.0
95752,2015-01-20 23:00:00,4.0
127473,2015-01-21 09:00:00,7.0
127474,2015-01-21 09:15:00,4.0
127475,2015-01-21 09:30:00,9.0
127476,2015-01-21 09:45:00,8.0
127477,2015-01-21 10:00:00,10.0
127478,2015-01-21 10:15:00,6.0
127479,2015-01-21 10:30:00,15.0
127480,2015-01-21 10:45:00,15.0
127481,2015-01-21 11:00:00,14.0
127482,2015-01-21 11:15:00,13.0
127483,2015-01-21 11:30:00,13.0
30222,2015-01-21 11:30:00,11.0
95791,2015-01-21 11:30:00,3.0
127484,2015-01-21 11:45:00,13.0
30223,2015-01-21 11:45:00,9.0
95792,2015-01-21 11:45:00,5.0
127485,2015-01-21 12:00:00,8.0
30224,2015-01-21 12:00:00,13.0
30225,2015-01-21 12:15:00,10.0
95793,2015-01-21 12:15:00,8.0
127486,2015-01-21 12:15:00,14.0
95794,2015-01-21 12:30:00,13.0
127487,2015-01-21 12:30:00,11.0
30226,2015-01-21 12:30:00,11.0
127488,2015-01-21 12:45:00,17.0
95795,2015-01-21 12:45:00,3.0
30227,2015-01-21 12:45:00,15.0
95796,2015-01-21 13:00:00,7.0
30228,2015-01-21 13:00:00,12.0
127489,2015-01-21 13:00:00,16.0
30229,2015-01-21 13:15:00,12.0
127490,2015-01-21 13:15:00,11.0
95797,2015-01-21 13:15:00,9.0
127491,2015-01-21 13:30:00,11.0
95798,2015-01-21 13:30:00,6.0
30230,2015-01-21 13:30:00,12.0
127492,2015-01-21 13:45:00,19.0
95799,2015-01-21 13:45:00,7.0
30232,2015-01-21 14:00:00,10.0
127493,2015-01-21 14:00:00,13.0
127494,2015-01-21 14:15:00,18.0
95800,2015-01-21 14:15:00,2.0
95801,2015-01-21 14:30:00,2.0
127495,2015-01-21 14:30:00,11.0
30233,2015-01-21 14:30:00,1.0
95802,2015-01-21 14:45:00,4.0
127496,2015-01-21 14:45:00,2.0
127497,2015-01-21 15:00:00,1.0
95803,2015-01-21 15:00:00,10.0
127498,2015-01-21 15:15:00,12.0
127499,2015-01-21 15:30:00,8.0
95804,2015-01-21 15:30:00,5.0
127500,2015-01-21 15:45:00,5.0
127501,2015-01-21 16:00:00,7.0
127502,2015-01-21 16:15:00,5.0
95805,2015-01-21 16:30:00,7.0
95806,2015-01-21 16:45:00,5.0
127503,2015-01-21 17:00:00,6.0
30244,2015-01-21 17:15:00,6.0
127504,2015-01-21 17:15:00,9.0
127505,2015-01-21 17:30:00,6.0
127506,2015-01-21 17:45:00,6.0
30245,2015-01-21 18:00:00,1.0
127507,2015-01-21 18:00:00,12.0
127508,2015-01-21 18:15:00,6.0
127509,2015-01-21 18:30:00,15.0
127510,2015-01-21 18:45:00,13.0
127511,2015-01-21 19:00:00,8.0
127512,2015-01-21 19:15:00,12.0
127513,2015-01-21 19:30:00,8.0
127514,2015-01-21 19:45:00,8.0
30246,2015-01-21 19:45:00,3.0
127515,2015-01-21 20:00:00,9.0
30247,2015-01-21 20:00:00,2.0
95807,2015-01-21 20:15:00,3.0
127516,2015-01-21 20:15:00,12.0
127517,2015-01-21 20:30:00,9.0
